observation_time,station_id,raw_text,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,flight_category,sky_cover,cloud_base_ft_agl
2024-02-29T19:54:00Z,KBTV,KBTV 291954Z 31017G26KT 10SM BKN065 BKN080 M06/M20 A3017 RMK AO2 PK WND 30029/1924 SLP223 T10561200,44.4683,-73.1499,-5.6,-20,310,17,26,10+,30.17,VFR,broken ,6500
2024-02-29T20:54:00Z,KBTV,KBTV 292054Z 30020G33KT 10SM BKN065 BKN080 M06/M20 A3019 RMK AO2 PK WND 32033/2052 SLP231 T10611200 53010,44.4683,-73.1499,-6.1,-20,300,20,33,10+,30.19,VFR,broken ,6500
2024-02-29T21:54:00Z,KBTV,KBTV 292154Z 30019G28KT 10SM BKN060 BKN080 M06/M21 A3022 RMK AO2 PK WND 29028/2144 SLP241 T10561206,44.4683,-73.1499,-5.6,-20.6,300,19,28,10+,30.22,VFR,broken ,6000
2024-02-29T22:54:00Z,KBTV,KBTV 292254Z 30014G26KT 10SM BKN065 OVC080 M06/M21 A3025 RMK AO2 PK WND 30030/2200 SLP249 T10611206,44.4683,-73.1499,-6.1,-20.6,300,14,26,10+,30.25,VFR,broken ,6500
2024-03-09T23:54:00Z,KBTV,KBTV 092354Z 15010KT 10SM -RA BKN017 BKN030 OVC037 04/01 A2984 RMK AO2 SLP108 P0001 60002 T00390011 10089 20039 58005,44.4683,-73.1499,3.9,1.1,150,10,,10+,29.84,MVFR,broken ,1700
2024-03-10T00:54:00Z,KBTV,KBTV 100054Z 18007KT 10SM -RA OVC013 03/01 A2982 RMK AO2 SLP101 P0003 T00330011,44.4683,-73.1499,3.3,1.1,180,7,,10+,29.82,MVFR,overcast,1300
2024-03-10T01:54:00Z,KBTV,KBTV 100154Z 19008KT 6SM -RA BR FEW009 OVC017 03/01 A2979 RMK AO2 SLP090 P0003 T00280011,44.4683,-73.1499,2.8,1.1,190,8,,6,29.79,MVFR,a few ,900
2024-03-10T02:54:00Z,KBTV,KBTV 100254Z 20006KT 6SM -RA BR OVC060 03/01 A2973 RMK AO2 SLP070 P0004 60010 T00280011 58037,44.4683,-73.1499,2.8,1.1,200,6,,6,29.73,VFR,overcast,6000
2024-03-10T03:54:00Z,KBTV,KBTV 100354Z 20005KT 10SM -RA FEW023 BKN065 OVC080 02/01 A2969 RMK AO2 PRESFR SLP058 P0002 T00220011,44.4683,-73.1499,2.2,1.1,200,5,,10+,29.69,VFR,a few ,2300
2024-03-10T04:54:00Z,KBTV,KBTV 100454Z 20004KT 6SM -RA BR OVC050 02/01 A2966 RMK AO2 SLP046 /LAST/ P0006 T00220011 400890000,44.4683,-73.1499,2.2,1.1,200,4,,6,29.66,VFR,overcast,5000
2024-03-10T05:54:00Z,KBTV,KBTV 100554Z 16009KT 6SM RA BR FEW019 OVC028 03/01 A2962 RMK AO2 SLP033 P0014 60032 T00280006 10039 20017 58026,44.4683,-73.1499,2.8,0.6,160,9,,6,29.62,MVFR,a few ,1900
2024-03-10T06:54:00Z,KBTV,KBTV 100654Z 10006KT 7SM RA FEW019 OVC046 02/01 A2957 RMK AO2 SLP015 P0006 T00170006,44.4683,-73.1499,1.7,0.6,100,6,,7,29.57,VFR,a few ,1900
2024-03-10T07:54:00Z,KBTV,KBTV 100754Z 28008KT 3SM -SN BR OVC017 01/M01 A2953 RMK AO2 RAE10SNB10 SLP001 P0012 T00061006,44.4683,-73.1499,0.6,-0.6,280,8,,3,29.53,MVFR,overcast,1700
2024-03-10T08:54:00Z,KBTV,KBTV 100854Z 00000KT 2SM -SN BR SCT003 BKN007 OVC016 01/M01 A2950 RMK AO2 SLP993 P0005 60023 T00061006 56040,44.4683,-73.1499,0.6,-0.6,0,0,,2,29.5,IFR,scattered ,300
2024-03-10T09:54:00Z,KBTV,KBTV 100954Z 08003KT 3/4SM R15/P6000FT -SN BR OVC025 01/00 A2946 RMK AO2 SLP979 P0002 T00060000,44.4683,-73.1499,0.6,0,80,3,,0.75,29.46,LIFR,overcast,2500
2024-03-10T10:54:00Z,KBTV,KBTV 101054Z 00000KT 4SM -SN BR OVC040 01/00 A2943 RMK AO2 SLP969 P0002 T00060000,44.4683,-73.1499,0.6,0,0,0,,4,29.43,MVFR,overcast,4000
2024-03-10T11:54:00Z,KBTV,KBTV 101154Z 00000KT 1SM R15/P6000FT -SN BR OVC031 01/00 A2940 RMK AO2 SLP958 4/001 P0002 60029 70063 T00110000 10011 20006 56035,44.4683,-73.1499,1.1,0,0,0,,1,29.4,IFR,overcast,3100
2024-03-10T12:59:00Z,KBTV,KBTV 101259Z 00000KT 2 1/2SM -SN BR OVC025 01/01 A2937 RMK AO2 P0000 T00110011,44.4683,-73.1499,1.1,1.1,0,0,,2.5,29.37,IFR,overcast,2500
2024-03-10T13:59:00Z,KBTV,KBTV 101359Z 00000KT 3SM -SN BR FEW005 OVC019 02/01 A2934 RMK AO2 P0000 T00170006,44.4683,-73.1499,1.7,0.6,0,0,,3,29.34,MVFR,a few ,500
2024-03-10T14:59:00Z,KBTV,KBTV 101459Z 33004KT 2 1/2SM BR BKN006 OVC011 02/01 A2932 RMK AO2 RAE53 P0000 T00220006,44.4683,-73.1499,2.2,0.6,330,4,,2.5,29.32,IFR,broken ,600
2024-03-10T15:54:00Z,KBTV,KBTV 101554Z 34004KT 2 1/2SM -RA BR BKN005 OVC010 02/01 A2930 RMK AO2 RAE1453B31 CIG 004V009 SLP926 P0000 T00220006,44.4683,-73.1499,2.2,0.6,340,4,,2.5,29.3,IFR,broken ,500
2024-03-10T16:54:00Z,KBTV,KBTV 101654Z COR 28003KT 2 1/2SM -RA BR SCT006 OVC014 03/01 A2929 RMK AO2 SLP922 SNB28E44 P0001 T00280011,44.4683,-73.1499,2.8,1.1,280,3,,2.5,29.29,IFR,scattered ,600
2024-03-10T17:54:00Z,KBTV,KBTV 101754Z 19005KT 6SM -RA BR OVC007 03/02 A2927 RMK AO2 RAE10B46 SLP916 P0000 60005 T00330017 10033 20006 58010,44.4683,-73.1499,3.3,1.7,190,5,,6,29.27,IFR,overcast,700
2024-03-10T18:54:00Z,KBTV,KBTV 101854Z VRB03KT 4SM -RA BR BKN006 BKN010 OVC016 03/02 A2927 RMK AO2 SLP913 P0004 T00330022,44.4683,-73.1499,3.3,2.2,VRB,3,,4,29.27,IFR,broken ,600
2024-03-10T19:54:00Z,KBTV,KBTV 101954Z 29009KT 9SM -RA FEW006 BKN017 OVC029 03/01 A2927 RMK AO2 SLP915 P0001 T00330011,44.4683,-73.1499,3.3,1.1,290,9,,9,29.27,MVFR,a few ,600
2024-03-10T20:54:00Z,KBTV,KBTV 102054Z 31010G18KT 10SM -RA OVC042 03/00 A2928 RMK AO2 SLP918 P0002 60007 T00280000 53002,44.4683,-73.1499,2.8,0,310,10,18,10+,29.28,VFR,overcast,4200
2024-03-10T21:54:00Z,KBTV,KBTV 102154Z 31008KT 10SM FEW033 OVC049 03/M01 A2929 RMK AO2 RAE31 SLP922 P0000 T00331006,44.4683,-73.1499,3.3,-0.6,310,8,,10+,29.29,VFR,a few ,3300
2024-03-10T22:54:00Z,KBTV,KBTV 102254Z 31010KT 6SM -SN BR BKN028 OVC033 02/M01 A2931 RMK AO2 SLP928 SNE39B49 P0000 T00171011,44.4683,-73.1499,1.7,-1.1,310,10,,6,29.31,MVFR,broken ,2800
